ESTABLISHMENT_ID,ESTABLISHMENT_NAME,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_NEIGHBORHOOD
10387054,BURGER KING,3850 SHEPPARD AVE E,Kingsview Village-The Westway
10508712,Chocosol,1131 ST CLAIR AVE W,York University Heights
10447500,NICHOLBY'S GIFT AND CONVENIENCE,123 QUEEN ST W,Wychwood
10623869,HOUNSLOW'S HOUSE,1715 ST CLAIR AVE W,Weston-Pellam Park
10336138,GNS PARTY RENTALS,1782 MIDLAND AVE,Woodbine Corridor
10507438,KING PALACE WEST INDIAN TAKE OUT,1828 ST CLAIR AVE W,Weston-Pellam Park
10430876,INDONESIAN CONSULATE GENERAL,129 JARVIS ST,Malvern
10525907,CHINA FOOD,854 MILLWOOD RD,Scarborough Village
10640301,LEE CHEN ASIAN BISTRO,813 YONGE ST,Church-Yonge Corridor
10592835,LFC-ZMF OPERATIONS LTD.,78 SIGNET DR,Alderwood
10605130,STARBUCKS,1960 QUEEN ST E,Willowridge-Martingrove-Richview
10635004,POPEYES LOUISIANA KITCHEN,1955 QUEEN ST E,Willowridge-Martingrove-Richview
10187658,SUBWAY,1568 DANFORTH AVE,Etobicoke West Mall
10250148,FRESHII,130 KING ST W,Wychwood
10615458,THE SECOND CUP,518 EGLINTON AVE W,Forest Hill South
10403679,COFFEE TIME,122 MILLWICK DR,Alderwood
10430153,Pizza Time & Restaurant,561 MARKHAM RD,Beechborough-Greenbrook
10584147,Tiki Ming,320 FRONT ST W,St.Andrew-Windfields
10631944,Spice and Aroma,108 CORPORATE DR,Beechborough-Greenbrook
9015689,"THE SOLARIUM CAFE, BAR AND GRILL",54 REXDALE BLVD,Mount Pleasant West
10399733,THE COPPER CHIMNEY AUTHENTIC INDIAN ROOM,2050 AVENUE RD,Mount Dennis
10326715,TIM HORTONS - MAIN FLOOR,4001 LESLIE ST,Lambton Baby Point
10449728,SALAD DAYS,2 BLOOR ST W,Broadview North
10491670,PICNIC,60 BLOOR ST W,Broadview North
10586626,RYAN RESTAURANT,356 QUEEN ST E,High Park North
10525363,MONTECITO,299 ADELAIDE ST W,St.Andrew-Windfields
9007962,JULIE'S CUBAN RESTAURANT,202 DOVERCOURT RD,Centennial Scarborough
10536150,PAN AM - ETOBICOKE OLYMPIUM,590 RATHBURN RD,Dufferin Grove
10591249,Shawarma Bros,2173 VICTORIA PARK AVE,Waterfront Communities-The Island
10420494,THE HALF POINT,1602 DUNDAS ST W,Centennial Scarborough
10440792,SHANGRI-LA HOTEL/BOSK (MAIN KITCHEN),188 UNIVERSITY AVE,Wychwood
9420123,FINGER FOODS UNLIMITED,21 CANADIAN RD,Waterfront Communities-The Island
10380034,LI'S ORIENTAL KITCHEN,5280 DUNDAS ST W,Markland Wood
10617550,St. Agatha Before and After School Program,49 CATHEDRAL BLUFFS DR,Glenfield-Jane Heights
10576714,FUEL PLUS,475 FRONT ST E,St.Andrew-Windfields
9017618,WOBURN JUNIOR P.S. SNACK PROGRAM,40 DORMINGTON DR,Beechborough-Greenbrook
10632678,FRANCOBOLLO,1959 AVENUE RD,Mount Dennis
9000720,APPLEWOOD HOMESTEAD,450 THE WEST MALL,Clanton Park
10620818,KINDER SPORTS,3895 BATHURST ST,Thistletown-Beaumond Heights
9006124,GIVINS/SHAW SCHOOL,49 GIVINS ST,Lansing-Westgate
10554377,SUSHI SKY JAPANESE RESTAURANT,478 YONGE ST,Wychwood
10354372,COPA CABANA,150 EGLINTON AVE E,Forest Hill North
10593424,Faith Cafe,45 MILNER AVE,Trinity-Bellwoods
10361115,SCARBOROUGH VILLAGE ALTERNATIVE PUBLIC SCHOOL,15 LUELLA ST,Kingsway South
10541310,POUR BOY PUB,666 MANNING AVE,Broadview North
10260868,BEACH VALU-MART,2266 QUEEN ST E,Willowridge-Martingrove-Richview
10478218,Community Dining Program,3079 DANFORTH AVE,North St.James Town
9408355,PETRO CANADA,1121 KINGSTON RD,Junction Area
10578860,STK,153 YORKVILLE AVE,Broadview North
10607779,OLIVA NERA,4679 YONGE ST,Casa Loma
9032060,S.A. ARMSTRONG LIMITED,23 BERTRAND AVE,Waterfront Communities-The Island
10494410,TORONTO WOODS DAY CARE,3072 BAYVIEW AVE,Casa Loma
10459181,Tim Hortons Express,941 PROGRESS AVE,Beechborough-Greenbrook
10617045,NEW ASATO MARKET,391 DRIFTWOOD AVE,Annex
10623248,KUMASI HOME MARKET,2734 JANE ST,Westminster-Branson
10594230,COCO FRESH TEA & JUICE,371 SPADINA AVE,Bayview Village
10443468,PHARMASAVE WYNFORD,150 WYNFORD DR,South Parkdale
10593104,THE HALAL GUYS,8 WELLESLEY ST E,Pelmo Park-Humberlea
10364416,PARIS GROCERY,2 CRESCENT RD,Church-Yonge Corridor
9014922,SUNFLOWER HOUSE,162 DUNN AVE,Stonegate-Queensway
10484362,Tim Hortons,1700 WILSON AVE,Corso Italia-Davenport
10532218,D Spot Cafe,51 LEBOVIC AVE,Black Creek
10567732,Port Union Seafood Fish & Chips,65 RYLANDER BLVD,Rosedale-Moore Park
10569948,YUMMY TUMMY,1962 EGLINTON AVE W,Guildwood
10467448,SUBWAY SANDWICHES,78 DUNDAS ST E,Pelmo Park-Humberlea
10356874,SWISS CHALET,300 BOROUGH DR,Runnymede-Bloor West Village
10583359,LA BANANE,227 OSSINGTON AVE,Lansing-Westgate
10557625,V'S SCHNITZEL HOUSE,448 BROWNS LINE,High Park-Swansea
10357058,SHIRLEY RESTAURANT,2783 DANFORTH AVE,Lawrence Park North
9017293,WARDEN AVE JR. P.S.,644 WARDEN AVE,North St.James Town
9058494,MAGGIE'S,2 STRACHAN AVE,North Riverdale
10501007,Sam's Variety,462 BIRCHMOUNT RD,Black Creek
10531746,THE TUNNEL CLUB,170 PRINCES BLVD,North Riverdale
9009235,M & M TWINS LTD,100 DYNAMIC DR,West Hill
10614298,BURRITO ZONE,2871 EGLINTON AVE E,Kensington-Chinatown
9056983,KANU,3832 BLOOR ST W,Markland Wood
10565358,BELFAST LOVE,548 KING ST W,St.Andrew-Windfields
9031774,OUT OF THIS WORLD CAFE,1001 QUEEN ST W,Lansing-Westgate
10428208,ST. LOUIS BAR AND GRILL,528 YONGE ST,Wychwood
10598177,My Little Chick Pea,80 MIDWEST RD,Woodbine Corridor
10471411,GREEK & CO,756 QUEEN ST W,Lansing-Westgate
9029170,ALL SAINTS CHURCH,315 DUNDAS ST E,Malvern
10251174,THE CANNONBALL,641 QUEEN ST E,Mimico
10306683,N-ZARAFONITIS #944,100 QUEEN ST W,Wychwood
10549458,Chick Fiesta,699 MARKHAM RD,Beechborough-Greenbrook
9000280,ACADEMY PLACE TUCK SHOP,2101 ISLINGTON AVE,Parkwoods-Donalda
10476953,Etob Restaurant,379 ALBION RD,University
10389315,YORK COMMUNITY CHURCH,1100 WESTON RD,The Beaches
10364374,RAINBOW FOOD,4227 SHEPPARD AVE E,Trinity-Bellwoods
10593242,BRANDED BITES,18 LE PAGE CRT,Mount Olive-Silverstone-Jamestown
10615223,SAINT LEO'S BEFORE & AFTER,165 STANLEY AVE,Milliken
9078391,MR. SUB,399 BATHURST ST,Bayview Village
9005390,FESTIVAL (M & G DISTRIBUTORS),649 COLLEGE ST,Lansing-Westgate
10307146,BENGALI SWEETS & RESTAURANT,2651 ISLINGTON AVE,Humber Heights-Westmount
10615274,ST. AMBROSE YMCA BEFORE AND AFTER SCHOOL PRO3,20 COULES CRT,High Park-Swansea
10638802,AROMA ESPRESSO BAR,1 DUNDAS ST W,Pelmo Park-Humberlea
9421960,BETTER KITCHEN,4438 SHEPPARD AVE E,Trinity-Bellwoods
10608590,COCO FRESH TEA & JUICE,372 YONGE ST,Wychwood
10191241,SAMOSA & SWEETS FACTORY,1850 ALBION RD,Banbury-Don Mills
10299781,GEORGE STREET DINER,129 GEORGE ST,Malvern
10501000,INTERNATIONAL NEWS,48 YONGE ST,Wychwood
10515539,Sunrise Caribbean Restaurant,2131 LAWRENCE AVE E,Waterfront Communities-The Island
9013994,SHOPPERS DRUG MART,2550 FINCH AVE W,Alderwood
9052011,SUBWAY,875 YORK MILLS RD,South Parkdale
10402943,IYAPPA SWEETS & SNACKS,2721 MARKHAM RD,Rosedale-Moore Park
10370796,PARTS & LABOUR,1566 QUEEN ST W,Woodbine-Lumsden
10482125,SUBWAY,120 ERINGATE DR,Dufferin Grove
9053780,PUMPERNICKEL'S,66 WELLINGTON ST W,Wychwood
10323607,COMEDY BAR,945 BLOOR ST W,Oakwood Village
10275725,WEST CLUB,170 PRINCES BLVD,North Riverdale
9014747,STRONACH & SONS INC.,165 THE QUEENSWAY,Elms-Old Rexdale
9015044,SUPER QUEEN'S MARKET,596 QUEEN ST W,Lansing-Westgate
10564599,PLASP-BEFORE & AFTER JAMES S. BELL P.S.,90 THIRTY FIRST ST,Birchcliffe-Cliffside
10593868,THE GRILL COTTAGE,1468 QUEEN ST W,Stonegate-Queensway
9007867,JOHN A. LESLE CHILDCARE  SCARBOROUGH,459 MIDLAND AVE,Glenfield-Jane Heights
10602993,PUNJABI TASTE,2558 FINCH AVE W,Alderwood
10426194,SAUTE ROSE,55 UNIVERSITY AVE,Wychwood
10500791,FRUIT BASKET,1919 YONGE ST,Forest Hill North
10486059,Family Marketplace,2301 BRIMLEY RD,Palmerston-Little Italy
10197538,ST. JOHN'S BAKERY,153 BROADVIEW AVE,Mimico
10422256,METRO GOLF DOME,125 MILNER AVE,Trinity-Bellwoods
9050780,WHOLE HEALTH,777 BAY ST,Wychwood
9002620,CENTENARY - 7 OAKS CHILD CARE CENTRE,9 NEILSON RD,Rouge
10563346,ART SQUARE CAFE,334 DUNDAS ST W,Bayview Village
10459029,BIG HOUSE PIZZA,962 DANFORTH AVE,Etobicoke West Mall
9420635,THAI NOODLE,62 VAUGHAN RD,Eglinton East
10494089,RICHVIEW BAKERY & BISTRO,250 WINCOTT DR,Rockcliffe-Smythe
10504124,SUBWAY,147 SPADINA AVE,St.Andrew-Windfields
10471552,CHATIME,5494 YONGE ST,Yonge-St.Clair
10368728,TIM HORTONS,60 TUXEDO CRT,Beechborough-Greenbrook
10451918,YOO J,280 SPADINA AVE,Bayview Village
10591897,CHENGDU GUOKUI,4750 YONGE ST,Thistletown-Beaumond Heights
9002409,CAPRI BAGELS AND BUNS,173 MILLWICK DR,Alderwood
9011089,NORTHLEA COMM. CHILD CARE,305 RUMSEY RD,Scarborough Village
10434552,CAFE 512,1376 ST CLAIR AVE W,York University Heights
10635760,Mama Earth Organics,19 WATERMAN AVE,Bayview Woods-Steeles
10632629,COLLEGE FRUIT MARKET,682 COLLEGE ST,Oakwood Village
10552970,SHARETEA,635 BLOOR ST W,Oakwood Village
10456981,KFC,3401 DUFFERIN ST,Rexdale-Kipling
10571864,Fancophone Church of God,235 POPLAR RD,Bridle Path-Sunnybrook-York Mills
10388078,BARGAIN CLUB,3685 KEELE ST,Mount Olive-Silverstone-Jamestown
9009427,HILTON MAIN KITCHEN,145 RICHMOND ST W,Wychwood
10320589,JIA THAI RESTAURANT,418 HORNER AVE,High Park-Swansea
9000306,ACROSS BOUNDARIES,51 CLARKSON AVE,Guildwood
10618804,KFC,1364 QUEEN ST E,Mimico
9424177,TOM'S DAIRY FREEZE,630 THE QUEENSWAY,Elms-Old Rexdale
10483080,Optimum Natural Foods,2865 DUNDAS ST W,Maple Leaf
10531046,234-CABBAGETOWN MERCANTILE,1 BLUE JAYS WAY,St.Andrew-Windfields
10465072,Vinushan,2398 EGLINTON AVE E,Rustic
10420962,T DOT VARIETY,4 MACDONELL AVE,Woodbine-Lumsden
10626632,Popeyes Louisiana Kitchen,1780 MARKHAM RD,Trinity-Bellwoods
10605496,Vinchandra Fine Indian Cuisine,795 MARKHAM RD,Beechborough-Greenbrook
10636947,FOTIA TAPAS BAR,156 O'CONNOR DR,Newtonbrook East
9008383,KOHINOOR FOODS,1438 GERRARD ST E,Newtonbrook West
10565524,FEAST OF DILLI,378 BROWNS LINE,High Park-Swansea
10631814,MCDONALD'S,196 BLOOR ST W,Broadview North
10485706,COTTAGE PIZZA,15 NORTHTOWN WAY,Casa Loma
10491782,CHO MING'S RESTAURANT,1711 JANE ST,Islington-City Centre West
10428707,THE SAJ,199 COLLEGE ST,Taylor-Massey
9023201,ASSOCIAZIONE FAMIGLIE FOSSACESSIANE,430 SIGNET DR,Alderwood
10388615,SHELL,909 WILSON AVE,Corso Italia-Davenport
10429055,KERNELS,218 YONGE ST,Wychwood
10381726,SAVYS CHOCOLATE FACTORY,504 GORDON BAKER RD,East End-Danforth
10647855,PAPPAROTI CAFE & BAKERY,270 SPADINA AVE,Bayview Village
9030789,NORTH WEST CHILDHOOD LEARNING CENTRE,2978 ISLINGTON AVE,Alderwood
9032476,SWISS CHALET ROTISSERIE & GRILL,590 KEELE ST,Maple Leaf
10323905,METRO (STORE #442),735 COLLEGE ST,Lansing-Westgate
10548427,RIVIERA BAKERY,329 EVANS AVE,Milliken
10441084,PLAY AND GROWN CHILD CARE CENTRE,227 DREWRY AVE,Playter Estates-Danforth
10457154,1369 DUNDAS ST WEST,1369 DUNDAS ST W,Centennial Scarborough
10413462,AKROPOLIS PATRIES + PIES,708 DANFORTH AVE,Etobicoke West Mall
9384551,HARRY AND BROTHERS RESTAURANT,1662 JANE ST,Wexford/Maryvale
10541617,ALI BABA,890 BLOOR ST W,Danforth
10579585,JACK AND LIL'S,823 DUNDAS ST W,Lansing-Westgate
10571371,THAI EXPRESS,580 QUEEN ST W,Bayview Village
10407878,TEN REN'S TEA,1800 SHEPPARD AVE E,Tam O'Shanter-Sullivan
10576576,U OF T MEDICAL SCIENCE,1 KINGS COLLEGE CRCL,Taylor-Massey
10501453,Hadfield Variety,80 DEARHAM WOOD,Willowdale West
10214143,GABBY'S,556 SHERBOURNE ST,Moss Park
9006559,TRILLIUM HOUSE,44 TYRREL AVE,Eglinton East
10636284,COFFEE COURT,60 QUEEN ST W,Wychwood
10645676,REAL FRUIT BUBBLE TEA,220 YONGE ST,Wychwood
10544778,KELSEY'S,50 CINEMART DR,Cliffcrest
9001852,BREAD KING BAKERIES,462 BIRCHMOUNT RD,Black Creek
10634289,ESSO DUNDAS MART,3449 DUNDAS ST W,O'Connor-Parkview
10224560,CASTELLO SPORTS BAR,1468 ST CLAIR AVE W,York University Heights
9061977,COMMUNIST'S DAUGHTER,1149 DUNDAS ST W,Lansing-Westgate
9014947,SUNNYBROOK CRECHE DAY CARE,2075 BAYVIEW AVE,L'Amoreaux
9400901,PIZZA HUT,1386 BAYVIEW AVE,Forest Hill South
10304434,WAREHOUSE STORAGE,170 PRINCES BLVD,North Riverdale
9001532,BILLY'S SOUVLAKI PLACE,748 DOVERCOURT RD,Oakwood Village
9397377,CORA'S BREAKFAST,277 WELLINGTON ST W,St.Andrew-Windfields
10507460,TASTE OF INDIA,2 STRACHAN AVE,North Riverdale
10610170,LOLLICAKES,500 LAWRENCE AVE W,Niagara
10558585,BEAUTIFUL CITY RESTAURANT,2846 DUFFERIN ST,Rexdale-Kipling
9015778,THE GREAT CANADIAN BAGEL,4700 KEELE ST,Mount Olive-Silverstone-Jamestown
10387268,SHOPPERS DRUG MART,6428 YONGE ST,Playter Estates-Danforth
10504699,FURNITURE WAREHOUSE,410 BLOOR ST W,Broadview North
9009402,MAGOO'S,4242 DUNDAS ST W,Greenwood-Coxwell
9056140,KEW PARK MONTESSORI DAY SCHOOL,79 HIAWATHA RD,Newtonbrook West
10213823,DUFFERIN GROVE PARK - THE COB,875 DUFFERIN ST,Kennedy Park
9348408,DOMINO'S PIZZA,936 BATHURST ST,Broadview North
10536978,JZ'S PIZZA,232 WELLINGTON ST W,St.Andrew-Windfields
10498668,THE TEN SPOT,2012 QUEEN ST E,Willowridge-Martingrove-Richview
9010148,MILITARY TRAIL P.S. SNACK PROGRAM & BREAKFAST,701 MILITARY TRL,Rouge
9052322,NEW HARBOUR KING RESTAURANT,2344 DANFORTH AVE,Lawrence Park North
10647145,SIDEBAR,161 DANFORTH AVE,Englemount-Lawrence
10273747,PANINO CAPPUCCINO,3218 WESTON RD,Humber Summit
10618233,PIZZA NOVA,3928 KEELE ST,Mount Olive-Silverstone-Jamestown
10194838,WIMPY'S DINER,3555 ST CLAIR AVE E,Black Creek
10454914,SAKURA - YORK LANES,4700 KEELE ST,Mount Olive-Silverstone-Jamestown
10498302,FAST FRESH FOODS,120 ADELAIDE ST W,Wychwood
10298881,NORTH YORK DANFORTH FOOD MARKET WAREHOUSE,3701 KEELE ST,Mount Olive-Silverstone-Jamestown
10423485,THE MEAT DEPARTMENT,207 DANFORTH AVE,Englemount-Lawrence
10355769,KELSEY'S,1972 EGLINTON AVE E,Waterfront Communities-The Island
10566210,STARBUCKS COFFEE,861 YORK MILLS RD,South Parkdale
9002289,CAMBRIDGE PLACE CENTRE FOR EARLY LEARNING,30 DENTON AVE,North St.James Town
10318164,STARBUCKS COFFEE,120 ADELAIDE ST W,Wychwood
10546766,KAWA SUSHI,451 CHURCH ST,Pelmo Park-Humberlea
9003598,COSTCO,1411 WARDEN AVE,Waterfront Communities-The Island
10568945,Spicy Bite,3001 MARKHAM RD,Rosedale-Moore Park
10641307,PUMPERNICKLE'S,351 KING ST E,Malvern
9006710,THE HARVEST WAGON,1103 YONGE ST,Church-Yonge Corridor
10204662,POGUE MAHONE PUB & KITCHEN,777 BAY ST,Wychwood
10315168,WELLESWORTH SCHOOL AGE PROGRAM,225 WELLESWORTH DR,Dufferin Grove
10416891,DE ARTS,300 COXWELL AVE,Newtonbrook West
10555735,THE VELVET UNDERGROUND,508 QUEEN ST W,High Park North
10421823,ABERDEEN MARKET,2330 EGLINTON AVE W,Blake-Jones
10526825,WOODBINE HOTEL & SUITES,30 VICE REGENT BLVD,Banbury-Don Mills
10370566,PUSATERI'S FINE FOODS,2901 BAYVIEW AVE,Lambton Baby Point
10465052,THE BROCKTON HAUNT,1150 COLLEGE ST,Kennedy Park
10423551,STARBUCKS,4926 BATHURST ST,Victoria Village
10560794,FEEL GOOD GURU,135 TECUMSETH ST,North Riverdale
10413157,AKASHIRO,1 DUNDAS ST W,Pelmo Park-Humberlea
9017784,YOGAS,733 KENNEDY RD,Flemingdon Park
10537117,ON CAMERA DINING ROOM,111 WELLESLEY ST W,Wychwood
10525386,One Life,1960 LAWRENCE AVE E,Waterfront Communities-The Island
10613993,NEW LOCAL'S SPORTS PUB & GRILL,1752 VICTORIA PARK AVE,Bedford Park-Nortown
10372406,977 CAFE,977 O'CONNOR DR,Bayview Woods-Steeles
10621875,NOVA ERA BAKERY,498 GILBERT AVE,Old East York
10434623,LITTLE CAESARS,2065 LAWRENCE AVE E,Waterfront Communities-The Island
10578566,POUNDS RESTAURANT,100 YONGE ST,Wychwood
10639017,PORCHETTA & CO,825 DUNDAS ST W,Lansing-Westgate
10629780,SHAWARMA GRILL,688 COLLEGE ST,Oakwood Village
9013774,SEMPRE PIZZA & PASTA,3038 BLOOR ST W,Henry Farm
10614023,MCDONALD'S,300 BOROUGH DR,Runnymede-Bloor West Village
10626715,SANAGAN'S MEAT LOCKER,1513 GERRARD ST E,Newtonbrook West
10334585,125-TORONTO SANDWICH CO.,1 BLUE JAYS WAY,St.Andrew-Windfields
10577397,RABBA FINE FOODS,148 WELLESLEY ST E,Moss Park
10615533,Sha Xian Delacacies,3280 MIDLAND AVE,West Hill
10379611,SOBEYS,145 MARLEE AVE,Guildwood
10463788,CANTERBURY PLACE RETIREMENT RESIDENCE,1 CANTERBURY PL,Yonge-St.Clair
10544151,PENGUIN PICK-UP,1900 EGLINTON AVE E,Waterfront Communities-The Island
10575535,ASA SUSHI,18 JANE ST,Dovercourt-Wallace Emerson-Junction
10610777,LOS HERMANOS,986 KINGSTON RD,Lawrence Park North
10508621,PIZZAIOLO GOURMET PIZZA,3180 LAKE SHORE BLVD W,Humewood-Cedarvale
10584647,THE PORCH LIGHT,982 KINGSTON RD,Lawrence Park North
10518248,St Paul's Anglican Church - Kitchen,227 BLOOR ST E,Pelmo Park-Humberlea
9006139,GLEN ROAD CHILD CARE CENTRE,443 BLOOR ST E,Moss Park
10447704,ARCHIVE,909 DUNDAS ST W,Lansing-Westgate
10557086,Mike's Independent City Market,111 PETER ST,St.Andrew-Windfields
9007145,A.C.C. P-321 - PIZZA PIZZA,40 BAY ST,St.Andrew-Windfields
9016332,A.C.C. P-111 - TIM HORTONS,40 BAY ST,St.Andrew-Windfields
10321713,HARVEY'S,200 BAY ST,Wychwood
10508174,OUR FARM ORGANIC BAKERY,341 JANE ST,O'Connor-Parkview
10634164,VIVO PIZZA + PASTA,75 BILLY BISHOP WAY,Don Valley Village
10593938,D & S Caribbean Grill Takeout,880 ELLESMERE RD,Woodbine Corridor
10366596,SWISS CHALET/HARVEY'S,266 QUEENS QUAY  W,St.Andrew-Windfields
10596935,YORKDALE ADULT LEARNING CENTRE & SECONDARY SCHOOL,38 ORFUS RD,Rexdale-Kipling
10593092,Origination Noodle House,633 SILVER STAR BLVD,West Hill
10554976,UFFICIO,1214 DUNDAS ST W,Lansing-Westgate
10552906,GHANDILL FOOD INDUSTRY,1939 VICTORIA PARK AVE,Waterfront Communities-The Island
10290975,7-ELEVEN,3260 LAKE SHORE BLVD W,Birchcliffe-Cliffside
9019026,NOVA ERA BAKERY & PASTRY,490 ROGERS RD,Hillcrest Village
10585420,DAVIDS TEA,120 ADELAIDE ST W,Wychwood
10222229,SUBWAY SANDWICHES AND SALADS,4907 BATHURST ST,Yonge-St.Clair
10350813,K & B FARMS,41 PASSMORE AVE,West Hill
10412867,NOM NOM NOM FOODS,707 DUNDAS ST W,Bayview Village
10192302,THE SULTAN'S TENT & CAFE MOROC,49 FRONT ST E,St.Andrew-Windfields
10329175,WOODBINE RACETRACK 2ND FLOOR FOOD COURT,555 REXDALE BLVD,Banbury-Don Mills
10336833,YORK U - WINTERS FOUNDERS YORK U COMPLEX I,4700 KEELE ST,Mount Olive-Silverstone-Jamestown
9022205,BAKERY ON THE GO,819 BATHURST ST,Broadview North
10624804,PINEWAY PUBLIC SCHOOL,110 PINEWAY BLVD,Pleasant View
10564171,ZAZA ESPRESSO BAR AND GELATO,25 FONTENAY CRT,Greenwood-Coxwell
10546266,HAPPY TUMMY FILIPINO CUISINE,2950 BIRCHMOUNT RD,Little Portugal
10631259,RED CROSS MOBILE FOOD BANK,557 DIXON RD,Banbury-Don Mills
9057133,POUR HOUSE IRISH PUB,182 DUPONT ST,Broadview North
9062997,QUEEN FRUIT MARKET,564 QUEEN ST W,Bayview Village
10238366,KIMONO JAPANESE GRILL,359 EGLINTON AVE W,Agincourt North
9018664,TIM HORTONS,438 NUGGET AVE,Trinity-Bellwoods
10420931,QI SUSHI,358 GERRARD ST E,High Park North
10430927,EGGSMART,645 BAY ST,Wychwood
10368495,SWEETA'S HOTDOG/SAUSAGES,400 KING ST W,St.Andrew-Windfields
9010269,A.C.C. STAND #3 - MR SUB,40 BAY ST,St.Andrew-Windfields
10612363,THE DRINK,459 CHURCH ST,Pelmo Park-Humberlea
9011113,NOVA ERA BAKERY & PASTRY INC.,1172 DUNDAS ST W,Lansing-Westgate
10466003,Fat Bastard Burrito Co.,1921 EGLINTON AVE E,Black Creek
10620179,BACKSTAGE LOUNGE,40 BAY ST,St.Andrew-Windfields
10564459,AROMA ESPRESSO BAR,618 YONGE ST,Wychwood
10466128,HASTY MARKET,133 REDPATH AVE,Forest Hill North
10535974,RIVALS SPORT PUB,560 DANFORTH AVE,Keelesdale-Eglinton West
10481394,MONTANA'S #3011,2011 STEELES AVE W,Mount Olive-Silverstone-Jamestown
10353706,BOOSTER JUICE,25 YORK ST,St.Andrew-Windfields
10349357,FAMILY STOP & EAGLE GAS,2372 EGLINTON AVE E,Rustic
9011956,PHO TIEN THANH,57 OSSINGTON AVE,Lansing-Westgate
10574717,MOUNT DENNIS ELCCC,1296 WESTON RD,The Beaches
10492134,A-Z AFRICAN AND WEST INDIAN MARKET,1040 ALBION RD,Humber Heights-Westmount
10460939,MARCELINA'S FILIPINO CUISINE,355 WILSON AVE,Don Valley Village
9424121,PINE POINT ARENA,15 GRIERSON RD,University
9004798,EARLY ADVENTURES NURSERY,200 MELROSE ST,Milliken
9054043,KILT PUB,371 OLD KINGSTON RD,Humbermede
9060076,YOGEN FRUZ,2 STRACHAN AVE,North Riverdale
10635477,BANG BANG,6080 YONGE ST,Playter Estates-Danforth
10500998,ONTARIO FRESH FRUITS & VEGETABLES,40 CARL HALL RD,Corso Italia-Davenport
10601900,OH MY GYRO,155 JOHN ST,St.Andrew-Windfields
10582329,THAI EXPRESS,900 DUFFERIN ST,Kennedy Park
10274534,D. ALEXOPOULOS #4013,10 QUEEN ST W,Wychwood
10390430,PHO JADE VIETNAMESE CUISINE,1208 BLOOR ST W,Danforth
10577598,Fast Way Mart,2 ANTRIM CRES,Woodbine Corridor
10572737,MEOW CAT CAFE,556 MOUNT PLEASANT RD,Forest Hill North
10550026,WENDY'S,1569 THE QUEENSWAY,Markland Wood
10274551,CAN LAN ICE SPORTS,1120 MARTIN GROVE RD,Banbury-Don Mills
10507806,SORREL RESTAURANT,1158 YONGE ST,Broadview North
10486071,TASTY HOUSE,240 ALTON TOWERS CRCL,West Hill
10570689,MR SOUVLAKI,700 UNIVERSITY AVE,Bayview Village
9002359,CANADIANA COURT CHILD CARE CENTRE,20 GORDONRIDGE PL,Flemingdon Park
10544178,THE GRASSROOTS KITCHEN,133 MANVILLE RD,Black Creek
10389308,DAVIDS TEA,25 THE WEST MALL,Markland Wood
10512747,SATANEE NANA,785 QUEEN ST W,North Riverdale
10525712,FRESHII,525 UNIVERSITY AVE,Wychwood
10553377,SUBWAY,3295 YONGE ST,Agincourt South-Malvern West
10559492,STARBUCKS COFFEE,11 LESLIE ST,Willowridge-Martingrove-Richview
9005839,GABBY'S,2076 QUEEN ST E,Willowridge-Martingrove-Richview
10630295,GOLDEN HOUSE,1280 YONGE ST,West Humber-Clairville
10509865,DENNY'S,121 DUNDAS ST W,Wychwood
9012903,JULES BISTRO,147 SPADINA AVE,St.Andrew-Windfields
10273173,THE PITA PIT,1975 KENNEDY RD,Woodbine Corridor
10396998,CITY CONVENIENCE,111 CHESTNUT ST,Wychwood
10356803,DUFFLET PASTERIES,166 NORSEMAN ST,Markland Wood
10336814,COFFEE INC.,2181 LAWRENCE AVE E,Woodbine Corridor
9000599,ARMOUR HEIGHTS CHILDCARE PROGRAM,148 WILSON AVE,Mount Dennis
10556624,JUG CITY,96 DEARHAM WOOD,Willowdale West
10611517,Azad Supermarket,1 THE MARKET PL,Long Branch
9011721,PAT SCHULZ CHILD CARE CENTRE (TORONTO),1 DANFORTH AVE,Englemount-Lawrence
10397899,THAI SQUARE,277 PORT UNION RD,Rosedale-Moore Park
9016014,THE SALVATION ARMY COMMUNITY KITCHEN,5 THIRTIETH ST,Birchcliffe-Cliffside
10591519,FAT BASTARD BURRITO CO.,2008 QUEEN ST E,Willowridge-Martingrove-Richview
10594783,Dollarama,35 WILLIAM KITCHEN RD,Woodbine Corridor
10510166,PIG OUT BBQ,650 SPADINA AVE,Taylor-Massey
9007763,JIANG'S CONVENIENCE,1960 EGLINTON AVE W,Old East York
9014640,STARBUCKS,81 FRONT ST E,St.Andrew-Windfields
10415527,ST. JAMES GATE,5140 DUNDAS ST W,Markland Wood
10477590,OUT OF THIS WORLD GRILL,1001 QUEEN ST W,Lansing-Westgate
10439472,BREAKWALL BBQ,1910 QUEEN ST E,Willowridge-Martingrove-Richview
10574777,THE DIME ROADHOUSE,538 QUEEN ST W,St.Andrew-Windfields
10634224,GREEN PANDA SMART CONVENIENCE,6 RACK HOUSE MEWS,St.Andrew-Windfields
10600440,PARLIAMENT SMOKE & GIFT,609 PARLIAMENT ST,Yonge-Eglinton
